86.6638,86.4093,86.9950,87.2373,88.4687,86.8890,88.3577,87.3271,88.2069,86.3086,87.3157,85.9351,84.7017,87.2085,93.0847,90.2215,98.4582,102.2306,105.5473,108.3695,110.1656,111.8883,114.8883,119.5567,123.3186,126.9448,129.9324,134.0644,135.5866,143.3450
82.9688,84.9751,84.7221,85.2620,85.5235,86.7843,85.2296,86.6211,84.6955,85.6428,84.2585,84.3145,83.1342,85.6436,88.6436,94.4698,95.1971,101.0049,104.3151,107.1319,108.6321,110.6870,114.7178,118.4152,122.1611,125.5033,128.5254,132.6266,134.1653,141.3149
83.7471,81.2992,83.2694,82.9383,83.5044,83.8082,85.0018,83.1073,84.0358,82.5864,82.6021,81.5134,81.5516,84.0361,89.8839,93.1944,95.9655,96.4842,103.0719,105.5868,107.0881,109.4917,113.5479,117.2268,120.7151,124.0684,127.1231,131.1920,132.7383,139.5155
79.6860,82.0404,79.5839,81.5011,81.1939,81.7210,81.4552,82.4542,81.0148,80.9611,80.4475,79.8846,79.9913,82.4634,88.5916,91.8953,94.6686,98.4649,97.8078,104.0177,105.8207,108.2746,112.3335,116.0024,119.5282,121.9612,125.7161,129.7147,131.2720,137.9172
77.7435,77.9394,80.2484,77.7451,79.7040,79.3606,79.9190,79.4014,79.3682,78.8091,79.0472,78.2123,78.3930,77.8825,87.3010,90.6102,93.3821,96.2076,100.7377,99.1384,104.5449,107.0157,111.0640,114.7473,118.0581,121.1853,123.4605,128.2322,129.7738,136.0115
76.5078,75.9471,76.1304,78.3501,75.8508,77.8348,77.5656,77.7002,77.1381,77.3930,76.9011,76.4994,76.1850,83.1681,82.5466,89.2934,92.0889,95.8869,97.5591,100.7995,100.8344,105.7527,109.7736,113.4741,116.5432,119.6934,122.8239,124.9681,128.2799,134.1607
73.7288,74.7320,74.1615,74.2623,76.4820,73.9866,76.0146,75.4571,75.6395,75.1615,75.2659,74.4834,73.6929,81.1820,84.6407,83.9420,90.7410,94.0015,97.2840,99.2642,101.9883,102.1670,108.5073,111.9214,115.0335,118.2230,121.3377,124.6413,126.4023,132.0147
70.0917,71.9462,72.8783,72.2318,72.4305,74.3160,72.2352,73.9376,73.3843,73.4806,72.7075,71.9584,70.5922,78.5118,82.6171,86.1543,85.3646,92.2823,95.7433,98.1573,100.6369,103.2307,103.5039,110.4146,113.5639,116.6978,119.8499,123.3031,125.3104,127.8050
70.6589,68.2587,70.0799,70.9516,70.3929,70.6643,72.2553,70.3907,71.6737,70.9172,70.1266,68.7833,76.5571,75.0400,79.9520,84.0358,87.6033,86.8134,94.0427,96.8294,99.4262,101.9959,106.0180,104.8217,111.9984,115.1593,118.2952,122.0283,123.6065,127.5227
66.6669,68.8013,66.4385,68.1795,69.0815,68.5319,68.7768,69.8410,68.4630,68.2925,66.9434,66.8063,73.9114,78.4755,76.5102,81.4074,85.4931,89.3981,88.6352,95.4837,98.1621,100.7670,103.3004,108.2540,106.4146,113.5944,116.7252,120.4291,122.0185,126.2400
64.3953,64.7122,66.9107,64.4448,66.1965,67.0667,66.5047,66.8106,66.4187,65.0609,64.9220,72.1080,71.3306,75.3972,79.9547,77.9840,82.8762,87.3160,91.2579,90.1167,96.8723,99.5174,103.0578,104.5876,110.3459,107.9984,115.1438,118.6456,120.3750,124.5498
63.0391,62.2512,62.6745,64.8292,62.3962,64.1566,64.9808,64.4890,63.1888,63.0275,60.7352,70.1388,73.6138,72.8122,76.9075,81.4922,79.9173,84.8035,89.2081,92.7476,91.5556,98.2413,101.5683,104.6302,106.1608,112.0445,109.5146,117.0099,115.7300,121.2817
60.7551,60.7793,60.1264,60.5501,62.7708,60.3444,62.0666,61.1701,61.0400,58.7450,66.8557,65.2977,71.6651,75.1439,74.3887,78.5034,83.5071,81.8887,86.7132,90.6826,94.1891,92.9416,99.9993,103.1673,106.2293,107.7212,113.5873,111.1438,118.5034,117.0377
57.3692,58.5042,58.6896,58.0346,58.4674,60.5258,58.1826,58.9665,56.6385,56.5257,64.0865,69.8692,66.8913,73.2639,76.7538,76.4352,80.4595,85.4742,83.8442,88.2063,92.1335,95.6250,94.3097,101.6142,104.7084,107.8152,109.3023,115.1702,112.7300,117.2018
