86.2334,86.5928,84.5572,83.5904,83.3330,83.5805,83.4424,84.2555,83.8249,83.8424,83.1225,82.2234,81.8595,81.8250,81.8016,81.4553,87.0872,83.8313,84.0191,89.0467,91.9735,95.0036,94.7728,95.0079,94.7951,91.5628,94.6377,101.4107,108.1287,113.6717
84.3429,83.8136,84.1183,81.8897,81.4507,81.2613,81.5146,81.3831,81.8933,81.1814,80.2912,81.6210,79.9470,79.9234,79.5650,76.9113,84.1759,82.3813,82.6558,87.7090,90.5917,93.6472,93.4066,93.4702,90.2467,93.2577,93.6187,96.7288,106.4329,111.5658
80.3152,81.7289,81.1694,81.3089,79.6954,79.3493,79.1660,79.4264,79.2053,78.3236,79.7204,79.2694,78.0097,77.6392,74.9976,82.7980,81.8520,80.9990,81.3179,86.4129,89.2854,92.2953,92.1148,88.9800,91.9662,92.3015,95.3287,95.6792,101.4992,109.4315
76.4552,77.6188,79.0354,78.3105,79.0810,77.5634,77.2238,77.0481,76.3198,77.2033,77.2846,76.7119,75.6765,73.0470,73.3427,80.2491,81.0764,76.6241,77.0044,82.2576,85.1286,91.0228,87.8348,90.7754,91.0339,94.0196,94.3075,99.0819,100.0143,103.2999
74.4804,73.7427,74.9774,76.5888,73.1721,75.8804,75.1446,74.3035,74.9844,75.2866,74.7702,73.6997,71.0586,71.3671,78.3418,78.3825,75.1688,75.6368,80.9844,81.3870,84.0783,86.7697,89.6599,89.7531,92.7257,92.9380,97.6476,95.1791,98.2862,101.8307
78.5133,71.7867,71.4151,72.9413,71.2276,73.2733,72.2772,73.3345,73.2758,73.1023,71.9807,69.1435,69.3803,71.0230,76.6913,73.5522,74.2042,79.6532,80.2458,82.5694,82.6945,87.6004,88.4991,91.4513,91.5832,96.2868,93.7418,96.7028,97.6391,101.8853
76.5651,76.0711,69.7184,69.5616,69.4687,70.6123,72.9658,71.7236,71.4702,70.4200,67.5254,67.5406,69.1248,74.7177,71.3760,72.2640,78.2487,78.8896,81.4470,81.6250,83.8608,83.9595,89.1311,90.0098,94.9762,92.3541,95.2085,95.7699,99.7626,101.7075
78.3566,74.2676,71.2676,67.1474,67.6959,68.9617,69.6222,69.5506,67.9528,65.7951,65.7857,67.2933,72.3225,69.3225,70.1033,76.2678,77.5466,80.1064,80.3916,82.8641,82.9104,85.4010,85.4991,90.3922,90.8423,93.6265,94.2291,97.7252,99.3847,104.4372
77.5979,73.1337,69.2448,62.3783,65.7067,66.2522,66.8415,66.3520,63.5667,63.5709,65.1012,66.4124,67.4757,68.2675,74.4131,75.6453,79.0174,79.2012,81.6081,81.8316,84.1517,84.4293,86.9200,86.7432,91.6967,92.6005,95.9026,97.2559,101.9666,110.5824
77.1617,70.5468,66.8813,66.2665,60.5170,64.6900,64.5864,61.7105,60.6681,62.1031,63.4494,64.5182,66.2336,72.4994,73.4273,76.9203,77.7792,81.0104,80.7611,83.0599,82.9843,85.2258,85.8870,87.9941,88.0362,92.9898,95.1185,99.5204,108.3003,113.0756
