3.398933,3.672782,3.977105,4.150432,4.109027,3.938228,3.795099,3.720316,3.617506,3.452953,3.309843,3.235400,3.138465,3.005961,2.885143,2.686176,2.888564,3.495926,4.056838,4.405284,4.515793,4.528411,4.638390,4.915174,5.273114,5.508309,5.476346,5.207728,4.891226,4.608338,4.345179,4.174321,4.309970,4.673318,4.989536,5.046623,4.796307,4.427958,4.195752,4.086612,3.926966,3.761445,3.796150,4.089014,4.466691,4.702418,4.733555,4.572856,4.174960,3.471216,2.816527,3.209260,3.404390,3.315271,3.309393,3.603933,4.110415,4.450155,4.437713,4.280406,4.209209,4.101130,3.812742,3.433624,3.150443,3.011208,2.925571,3.091297,3.590321,4.042828,4.104834,3.684379,2.977526,2.636818,3.086610,3.385302,3.584545,3.554035,3.376776,3.701937,4.435098,4.967173,5.102467,4.956696,4.801332,4.829027,4.968386,4.991302,4.716180,4.112688,3.344732,3.034665,3.527386,3.950667,4.171845,4.236838,4.166234,4.003184,3.819259,3.616715
3.735720,4.055893,4.299543,4.354207,4.216324,4.026201,3.940525,3.932012,3.824724,3.572273,3.315379,3.195066,3.208916,3.272784,3.236114,2.952163,2.834847,3.534122,4.190167,4.542585,4.592630,4.559511,4.705905,5.108517,5.629767,5.980692,5.957364,5.605056,5.198372,4.876728,4.593966,4.384903,4.506014,4.913181,5.305048,5.405002,5.128884,4.690573,4.410889,4.295388,4.147064,3.981706,3.971248,4.173885,4.472881,4.713830,4.881227,4.911358,4.628766,3.924485,3.071498,2.873460,2.970998,3.047342,3.192055,3.471641,4.152463,4.727337,4.856934,4.685095,4.447287,4.091452,3.596846,3.378171,3.662673,3.881823,3.781106,3.539848,3.733181,4.207087,4.309433,3.852805,3.089216,2.851485,3.248306,3.511830,3.643718,3.532497,3.442137,4.069171,4.964228,5.546925,5.673858,5.510551,5.349590,5.376070,5.495568,5.459315,5.073445,4.328435,3.469533,3.213453,3.668688,4.018108,4.197484,4.307506,4.365517,4.344898,4.228097,3.989601
4.052642,4.468297,4.659474,4.528370,4.194240,3.920048,3.878095,3.939215,3.818796,3.439616,3.013634,2.916165,3.212182,3.513538,3.577214,3.289831,2.969738,3.546315,4.200739,4.481972,4.431216,4.358437,4.578904,5.146921,5.860940,6.358303,6.370626,5.926315,5.362900,4.927862,4.586318,4.313833,4.364953,4.712810,5.076360,5.179718,4.921677,4.505292,4.260575,4.192495,4.115655,4.042978,4.071024,4.192619,4.371008,4.576811,4.817816,4.940729,4.717378,4.070682,3.306028,2.935859,3.062219,3.460276,3.607064,3.506773,3.987130,4.619669,4.800183,4.566872,4.162542,3.645270,3.296136,3.825095,4.560444,4.932316,4.772579,4.228573,3.881776,4.126876,4.246568,3.842834,3.163907,3.095358,3.450115,3.634698,3.648649,3.445537,3.461474,4.235067,5.114241,5.619722,5.689531,5.535845,5.418592,5.470497,5.582563,5.526424,5.126508,4.380706,3.541930,3.210366,3.503271,3.715880,3.816582,3.965264,4.190431,4.385275,4.417856,4.211276
4.236731,4.768670,4.964852,4.704315,4.175420,3.737306,3.632902,3.699076,3.551773,3.103716,2.680090,2.731450,3.072500,3.518588,3.745706,3.591799,3.349110,3.712779,4.216103,4.356293,4.216167,4.144892,4.424972,5.101981,5.959549,6.586351,6.654909,6.145118,5.395328,4.765935,4.315809,3.975896,3.936528,4.131776,4.325998,4.341678,4.121732,3.840584,3.736537,3.755614,3.816759,3.966771,4.122576,4.176339,4.217274,4.355283,4.561279,4.631304,4.403205,3.877381,3.345243,3.114843,3.373223,3.873908,3.978752,3.608722,3.671583,4.168027,4.296023,3.989423,3.502104,3.079762,3.416759,4.330929,5.204986,5.674341,5.543337,4.898383,4.157433,3.898435,3.893022,3.564400,3.010443,3.148980,3.535029,3.671206,3.603190,3.376827,3.450011,4.125747,4.793749,5.112686,5.115265,5.025507,4.998459,5.089996,5.217589,5.213907,4.930878,4.333703,3.591782,3.084003,3.149078,3.250506,3.256050,3.400571,3.761048,4.147665,4.339765,4.212254
4.221124,4.812525,5.038654,4.772177,4.199295,3.636043,3.343743,3.295295,3.129704,3.064977,3.350222,3.296658,2.869455,3.211721,3.701053,3.814288,3.809181,4.089046,4.389793,4.400837,4.240669,4.144405,4.325171,4.952609,5.821510,6.482218,6.591563,6.088731,5.251076,4.453647,3.856837,3.440933,3.374092,3.492832,3.531423,3.449639,3.336177,3.304130,3.273866,3.221009,3.503805,3.996954,4.268342,4.212609,4.097679,4.148422,4.246958,4.225992,4.106023,3.907862,3.666874,3.446510,3.609976,4.030717,4.046723,3.550572,3.298016,3.593003,3.618062,3.276573,2.888752,2.992930,3.570189,4.391183,5.234311,5.770111,5.763453,5.242763,4.480773,3.859788,3.528795,3.180533,2.620522,2.928365,3.300381,3.378296,3.304008,3.268342,3.523037,3.989966,4.352099,4.495481,4.516456,4.519458,4.496303,4.507837,4.601155,4.690818,4.612866,4.245502,3.642896,3.023852,2.901763,3.002487,2.901358,2.952563,3.370720,3.815601,4.066322,3.999473
4.040773,4.601114,4.868366,4.718903,4.249434,3.650760,3.171375,2.926900,2.931707,3.552653,4.064501,3.936453,3.158832,2.784602,3.555705,3.957762,4.201581,4.484787,4.673051,4.653041,4.504101,4.295358,4.264813,4.711561,5.408897,5.933869,6.013505,5.581293,4.827996,4.034059,3.343350,2.859538,3.090050,3.483110,3.731411,3.834089,3.867786,3.800811,3.465075,2.920283,3.395539,4.129477,4.388664,4.186376,3.976591,3.996152,3.996814,4.019592,4.265410,4.435191,4.305648,4.017731,3.948696,4.068490,3.901962,3.350169,2.961727,3.098576,3.005223,2.707783,2.890286,3.145230,3.425027,3.988136,4.719549,5.281075,5.423215,5.142241,4.630720,4.103413,3.689262,3.378381,3.096315,2.928507,2.883162,2.778271,2.882159,3.287008,3.721482,4.066646,4.314652,4.528400,4.684829,4.650645,4.377495,4.058609,3.985299,4.170813,4.305090,4.133601,3.632541,2.996745,2.946030,3.116948,2.934714,2.814463,3.214949,3.566098,3.719692,3.640432
3.766773,4.243393,4.556442,4.547859,4.192256,3.613353,3.081939,2.662404,3.104933,4.028196,4.616464,4.465089,3.677714,3.036240,3.558254,4.096504,4.470465,4.754882,4.928932,4.968014,4.848914,4.549249,4.323226,4.462686,4.794459,5.021159,4.973500,4.600157,4.024343,3.404642,2.807932,2.819090,3.377220,3.892847,4.299018,4.525742,4.573977,4.393964,3.853644,2.987413,3.281549,4.048120,4.218526,3.909594,3.727647,3.781523,3.716189,3.948557,4.578021,4.937610,4.842926,4.539761,4.282157,4.043527,3.651576,3.099094,2.698727,2.730749,2.530490,2.904954,3.267715,3.306367,3.169649,3.400290,4.009501,4.580596,4.844154,4.764018,4.533815,4.320943,4.140541,3.959631,3.704080,3.308833,2.882225,2.993072,3.387945,3.718187,3.994086,4.255811,4.591343,4.967044,5.171349,4.997233,4.453369,3.806393,3.525223,3.787639,4.053805,3.971717,3.497512,2.931142,3.198918,3.430750,3.204603,2.918577,3.212383,3.455367,3.438333,3.260617
3.543063,3.937251,4.236993,4.267072,4.006997,3.608646,3.225311,2.664412,3.235421,4.298008,4.914954,4.759202,4.001304,3.339949,3.661029,4.212126,4.615217,4.905003,5.129216,5.266507,5.224649,4.940493,4.574428,4.313141,4.158805,4.001400,3.738455,3.388707,3.110959,2.979417,3.077509,3.358141,3.678197,4.056244,4.457338,4.730089,4.808496,4.634939,4.107127,3.242640,2.940610,3.561634,3.662815,3.378336,3.364122,3.438256,3.292182,3.811184,4.670091,5.098356,5.043151,4.777240,4.417954,3.920016,3.327758,2.792120,2.500000,2.564304,2.809005,3.336253,3.670523,3.568493,3.146212,2.923728,3.404266,3.997688,4.352758,4.370937,4.295549,4.362096,4.462783,4.419778,4.130034,3.557788,2.984529,3.356051,3.804892,3.958059,4.050518,4.313524,4.756355,5.179682,5.338589,5.063696,4.416251,3.674806,3.274876,3.499307,3.783362,3.736946,3.280423,2.853808,3.390017,3.686763,3.477853,3.072417,3.194111,3.428077,3.358490,3.075041
3.501249,3.812198,3.992213,3.946386,3.790281,3.660543,3.418475,2.802209,3.254954,4.344495,4.955876,4.813143,4.060716,3.245956,3.515523,4.176901,4.655596,4.985631,5.253529,5.462219,5.536276,5.371261,4.977610,4.446585,3.895633,3.311460,2.589157,3.172537,3.763275,4.037435,4.118183,4.080093,3.941039,3.922833,4.163484,4.418880,4.538727,4.475658,4.155192,3.543330,2.828652,2.750090,2.850677,2.806121,3.064403,3.067161,2.776757,3.574223,4.436352,4.837751,4.842432,4.689449,4.371348,3.800351,3.092217,2.678072,2.860619,2.888519,3.139852,3.690941,4.023791,3.876547,3.376963,2.834931,2.959099,3.565587,3.984085,4.058327,4.060618,4.318551,4.640651,4.711331,4.388808,3.676373,2.824528,3.192955,3.565779,3.560608,3.686221,4.135318,4.654544,5.042212,5.159971,4.903772,4.352333,3.746731,3.343883,3.322497,3.501253,3.517667,3.162534,2.727566,3.332665,3.723173,3.610313,3.147405,3.107858,3.497352,3.606466,3.385339
3.587449,3.794631,3.810844,3.637197,3.495260,3.468989,3.284160,2.704629,3.216334,4.196132,4.764090,4.690327,4.026551,3.029833,3.144892,4.005277,4.585124,4.922418,5.156546,5.381383,5.587319,5.611052,5.317809,4.752549,4.102710,3.439728,3.266628,4.106860,4.839884,5.146198,5.091476,4.737037,4.134932,3.591934,3.536681,3.725139,3.875666,3.974566,3.974493,3.776335,3.424499,3.096467,2.953564,2.997768,3.078950,2.931060,2.659959,3.355272,3.984127,4.267800,4.346256,4.394368,4.282416,3.882457,3.391510,3.305993,3.429487,3.356471,3.401866,3.847740,4.187328,4.090745,3.647173,3.079318,2.660129,3.216375,3.660276,3.800605,3.930633,4.355961,4.804875,4.910302,4.543053,3.785241,2.880130,2.803677,2.943636,2.671966,3.196463,3.848478,4.368526,4.721752,4.862372,4.722703,4.377700,4.030397,3.795067,3.600205,3.484074,3.480403,3.282047,2.806691,3.138840,3.630643,3.659773,3.219046,3.072725,3.699862,4.081268,3.995738
